PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,prediction,probability
1293,2,"Gale, Mr. Harry",male,38.0,1,0,28664,21.0,,S,0,0.1206891493591766
950,3,"Davison, Mr. Thomas Henry",male,,1,0,386525,16.1,,S,0,0.12011640560035233
1082,2,"Angle, Mr. William A",male,34.0,1,0,226875,26.0,,S,0,0.11980755296203287
1038,1,"Hilliard, Mr. Herbert Henry",male,,0,0,17463,51.8625,E46,S,0,0.11906366073215142
894,2,"Myles, Mr. Thomas Francis",male,62.0,0,0,240276,9.6875,,Q,0,0.1188140795501666
908,2,"Keane, Mr. Daniel",male,35.0,0,0,233734,12.35,,Q,0,0.11801529935483192
1182,1,"Rheims, Mr. George Alexander Lucien",male,,0,0,PC 17607,39.6,,S,0,0.11780986495407399
1228,2,"de Brito, Mr. Jose Joaquim",male,32.0,0,0,244360,13.0,,S,0,0.11754476120940763
921,3,"Samaan, Mr. Elias",male,,2,0,2662,21.6792,,C,0,0.11741899374062487
922,2,"Louch, Mr. Charles Alexander",male,50.0,1,0,SC/AH 3085,26.0,,S,0,0.11650514442569448
1180,3,"Mardirosian, Mr. Sarkis",male,,0,0,2655,7.2292,F E46,C,0,0.11645306169677709
1194,2,"Phillips, Mr. Escott Robert",male,43.0,0,1,S.O./P.P. 2,21.0,,S,0,0.1162660562243613
1240,2,"Giles, Mr. Ralph",male,24.0,0,0,248726,13.5,,S,0,0.11510537825129515
1036,1,"Lindeberg-Lind, Mr. Erik Gustaf (Mr Edward Lingrey"")""",male,42.0,0,0,17475,26.55,,S,0,0.11434057063354615
1083,1,"Salomon, Mr. Abraham L",male,,0,0,111163,26.0,,S,0,0.10988704358715508
1037,3,"Vander Planke, Mr. Julius",male,31.0,3,0,345763,18.0,,S,0,0.10877891640610954
1238,2,"Botsford, Mr. William Hull",male,26.0,0,0,237670,13.0,,S,0,0.1081401478335317
1097,1,"Omont, Mr. Alfred Fernand",male,,0,0,F.C. 12998,25.7417,,C,0,0.10727110852775869
939,3,"Shaughnessy, Mr. Patrick",male,,0,0,370374,7.75,,Q,0,0.10637478332653522
1041,2,"Lahtinen, Rev. William",male,30.0,1,1,250651,26.0,,S,0,0.10577035391744134
1032,3,"Goodwin, Miss. Jessie Allis",female,10.0,5,2,CA 2144,46.9,,S,0,0.10526276673083591
1169,2,"Faunthorpe, Mr. Harry",male,40.0,1,0,2926,26.0,,S,0,0.10460691837478861
1221,2,"Enander, Mr. Ingvar",male,21.0,0,0,236854,13.0,,S,0,0.10320279061801237
1281,3,"Palsson, Master. Paul Folke",male,6.0,3,1,349909,21.075,,S,0,0.10289987905789953
1156,2,"Portaluppi, Mr. Emilio Ilario Giuseppe",male,30.0,0,0,C.A. 34644,12.7375,,C,0,0.10156497081112918
1232,2,"Fillbrook, Mr. Joseph Charles",male,18.0,0,0,C.A. 15185,10.5,,S,0,0.09986585683470811
903,1,"Jones, Mr. Charles Cresson",male,46.0,0,0,694,26.0,,S,0,0.09935234609235916
1220,2,"Clarke, Mr. Charles Valentine",male,29.0,1,0,2003,26.0,,S,0,0.0991558489863553
1285,2,"Gilbert, Mr. William",male,47.0,0,0,C.A. 30769,10.5,,S,0,0.09881354294558486
1211,2,"Jefferys, Mr. Ernest Wilfred",male,22.0,2,0,C.A. 31029,31.5,,S,0,0.09613910505298853
974,1,"Case, Mr. Howard Brown",male,49.0,0,0,19924,26.0,,S,0,0.09550962228755397
1271,3,"Asplund, Master. Carl Edgar",male,5.0,4,2,347077,31.3875,,S,0,0.09369857620368623
1102,3,"Andersen, Mr. Albert Karvin",male,32.0,0,0,C 4001,22.525,,S,0,0.09313777448491792
1202,3,"Cacic, Mr. Jego Grga",male,18.0,0,0,315091,8.6625,,S,0,0.0921672677925113
1243,2,"Stokes, Mr. Philip Joseph",male,25.0,0,0,F.C.C. 13540,10.5,,S,0,0.09212450448709579
1079,3,"Davies, Mr. Joseph",male,17.0,2,0,A/4 48873,8.05,,S,0,0.09145139281579126
1161,3,"Pokrnic, Mr. Mate",male,17.0,0,0,315095,8.6625,,S,0,0.08929942959206325
1244,2,"Dibden, Mr. William",male,18.0,0,0,S.O.C. 14879,73.5,,S,0,0.08913268839414523
1170,2,"Ware, Mr. John James",male,30.0,1,0,CA 31352,21.0,,S,0,0.08793902465619508
1055,3,"Pearce, Mr. Ernest",male,,0,0,343271,7.0,,S,0,0.08791707222353451
1013,3,"Kiernan, Mr. John",male,,1,0,367227,7.75,,Q,0,0.08722761599553333
1158,1,"Chisholm, Mr. Roderick Robert Crispin",male,,0,0,112051,0.0,,S,0,0.08645184324041005
899,2,"Caldwell, Mr. Albert Francis",male,26.0,1,1,248738,29.0,,S,0,0.08410037791390851
1104,2,"Deacon, Mr. Percy William",male,17.0,0,0,S.O.C. 14879,73.5,,S,0,0.08386975248925564
937,3,"Peltomaki, Mr. Nikolai Johannes",male,25.0,0,0,STON/O 2. 3101291,7.925,,S,0,0.08336205884534492
1044,3,"Storey, Mr. Thomas",male,60.5,0,0,3701,,,S,0,0.08301200597645342
1305,3,"Spector, Mr. Woolf",male,,0,0,A.5. 3236,8.05,,S,0,0.08269942971064057
1308,3,"Ware, Mr. Frederick",male,,0,0,359309,8.05,,S,0,0.0826741544054542
1213,3,"Krekorian, Mr. Neshan",male,25.0,0,0,2654,7.2292,F E57,C,0,0.08208892535480757
895,3,"Wirz, Mr. Albert",male,27.0,0,0,315154,8.6625,,S,0,0.07937727299123844
1077,2,"Maybery, Mr. Frank Hubert",male,40.0,0,0,239059,16.0,,S,0,0.07861047209694359
1002,2,"Stanton, Mr. Samuel Ward",male,41.0,0,0,237734,15.0458,,C,0,0.07840214730335669
901,3,"Davies, Mr. John Samuel",male,21.0,2,0,A/4 48871,24.15,,S,0,0.07803141210369441
997,3,"Holthen, Mr. Johan Martin",male,28.0,0,0,C 4001,22.525,,S,0,0.07722196701687384
930,3,"Sap, Mr. Julius",male,25.0,0,0,345768,9.5,,S,0,0.07708341895085642
1286,3,"Kink-Heilmann, Mr. Anton",male,29.0,3,1,315153,22.025,,S,0,0.07649211263751378
1226,3,"Cor, Mr. Ivan",male,27.0,0,0,349229,7.8958,,S,0,0.0764389898481716
1121,2,"Hocking, Mr. Samuel James Metcalfe",male,36.0,0,0,242963,13.0,,S,0,0.07614556253943378
1288,3,"Colbert, Mr. Patrick",male,24.0,0,0,371109,7.25,,Q,0,0.07551034841526481
1209,2,"Rogers, Mr. Reginald Harry",male,19.0,0,0,28004,10.5,,S,0,0.07538056616890339
1143,3,"Abrahamsson, Mr. Abraham August Johannes",male,20.0,0,0,SOTON/O2 3101284,7.925,,S,0,0.07499189718956281
1210,3,"Jonsson, Mr. Nils Hilding",male,27.0,0,0,350408,7.8542,,S,0,0.0744830757421121
1129,3,"Baccos, Mr. Raffull",male,20.0,0,0,2679,7.225,,C,0,0.07235513903373726
1124,3,"Wiklund, Mr. Karl Johan",male,21.0,1,0,3101266,6.4958,,S,0,0.07200641028046095
1280,3,"Canavan, Mr. Patrick",male,21.0,0,0,364858,7.75,,Q,0,0.07137707043469707
1255,3,"Strilic, Mr. Ivan",male,27.0,0,0,315083,8.6625,,S,0,0.07116182645977134
994,3,"Foley, Mr. William",male,,0,0,365235,7.75,,Q,0,0.07105540989872257
1195,3,"Pokrnic, Mr. Tome",male,24.0,0,0,315092,8.6625,,S,0,0.07088436051363674
999,3,"Ryan, Mr. Edward",male,,0,0,383162,7.75,,Q,0,0.07029328767909968
1007,3,"Chronopoulos, Mr. Demetrios",male,18.0,1,0,2680,14.4542,,C,0,0.06996442814176448
1025,3,"Thomas, Mr. Charles P",male,,1,0,2621,6.4375,,C,0,0.06990974542914924
1081,2,"Veal, Mr. James",male,40.0,0,0,28221,13.0,,S,0,0.0692961892257996
927,3,"Katavelas, Mr. Vassilios (Catavelas Vassilios"")""",male,18.5,0,0,2682,7.2292,,C,0,0.06849900775211165
1056,2,"Peruschitz, Rev. Joseph Maria",male,41.0,0,0,237393,13.0,,S,0,0.06802649469724786
1187,3,"Angheloff, Mr. Minko",male,26.0,0,0,349202,7.8958,,S,0,0.06793981421417801
1020,2,"Bowenur, Mr. Solomon",male,42.0,0,0,211535,13.0,,S,0,0.0676066224897924
1273,3,"Foley, Mr. Joseph",male,26.0,0,0,330910,7.8792,,Q,0,0.06750606808521672
943,2,"Pulbaum, Mr. Franz",male,27.0,0,0,SC/PARIS 2168,15.0333,,C,0,0.0668689199309711
923,2,"Jefferys, Mr. Clifford Thomas",male,24.0,2,0,C.A. 31029,31.5,,S,0,0.0668360479957021
932,3,"Karun, Mr. Franz",male,39.0,0,1,349256,13.4167,,C,0,0.06652877411283076
1212,3,"Andersson, Mr. Johan Samuel",male,26.0,0,0,347075,7.775,,S,0,0.06630385783591686
954,3,"Bjorklund, Mr. Ernst Herbert",male,18.0,0,0,347090,7.75,,S,0,0.06618717423612122
1016,3,"Kennedy, Mr. John",male,,0,0,368783,7.75,,Q,0,0.06617290470339982
1127,3,"Vendel, Mr. Olof Edvin",male,20.0,0,0,350416,7.8542,,S,0,0.06329053565483486
1191,3,"Johansson, Mr. Nils",male,29.0,0,0,347467,7.8542,,S,0,0.06302802248939918
1234,3,"Sage, Mr. John George",male,,1,9,CA. 2343,69.55,,S,0,0.06212879751326418
1080,3,"Sage, Miss. Ada",female,,8,2,CA. 2343,69.55,,S,0,0.06181499412144509
1125,3,"Linehan, Mr. Michael",male,,0,0,330971,7.8792,,Q,0,0.06137489806773642
1072,2,"McCrie, Mr. James Matthew",male,30.0,0,0,233478,13.0,,S,0,0.06113509128521617
1075,3,"Lane, Mr. Patrick",male,,0,0,7935,7.75,,Q,0,0.061046372984569004
1152,3,"de Messemaeker, Mr. Guillaume Joseph",male,36.5,1,0,345572,17.4,,S,0,0.06089994968148399
993,2,"Weisz, Mr. Leopold",male,27.0,1,0,228414,26.0,,S,0,0.060587967364486614
1168,2,"Parker, Mr. Clifford Richard",male,28.0,0,0,SC 14888,10.5,,S,0,0.05987686232486093
1043,3,"Matinoff, Mr. Nicola",male,,0,0,349255,7.8958,,C,0,0.05883355841267325
1031,3,"Goodwin, Mr. Charles Frederick",male,40.0,1,6,CA 2144,46.9,,S,0,0.05813947161389783
909,3,"Assaf, Mr. Gerios",male,21.0,0,0,2692,7.225,,C,0,0.05811884159627387
1252,3,"Sage, Master. William Henry",male,14.5,8,2,CA. 2343,69.55,,S,0,0.05713776244368247
1230,2,"Denbury, Mr. Herbert",male,25.0,0,0,C.A. 31029,31.5,,S,0,0.05559573241001537
1064,3,"Dyker, Mr. Adolf Fredrik",male,23.0,1,0,347072,13.9,,S,0,0.055448860514031806
919,3,"Daher, Mr. Shedid",male,22.5,0,0,2698,7.225,,C,0,0.055228039085022655
1217,3,"Assam, Mr. Ali",male,23.0,0,0,SOTON/O.Q. 3101309,7.05,,S,0,0.05449237056795627
1063,3,"Zakarian, Mr. Ortin",male,27.0,0,0,2670,7.225,,C,0,0.05372350434672752
1295,1,"Carrau, Mr. Jose Pedro",male,17.0,0,0,113059,47.1,,S,0,0.053659516983936596
952,3,"Dika, Mr. Mirko",male,17.0,0,0,349232,7.8958,,S,0,0.053641472084134174
963,3,"Minkoff, Mr. Lazar",male,21.0,0,0,349211,7.8958,,S,0,0.05362636329559311
1145,3,"Salander, Mr. Karl Johan",male,24.0,0,0,7266,9.325,,S,0,0.05331383476357093
1153,3,"Nilsson, Mr. August Ferdinand",male,21.0,0,0,350410,7.8542,,S,0,0.05324776066246713
1148,3,"Mahon, Mr. John",male,,0,0,AQ/4 3130,7.75,,Q,0,0.05317311396026475
1291,3,"Conlon, Mr. Thomas Henry",male,31.0,0,0,21332,7.7333,,Q,0,0.05298043846017649
1120,3,"Everett, Mr. Thomas James",male,40.5,0,0,C.A. 6212,15.1,,S,0,0.052942856962452295
1151,3,"Midtsjo, Mr. Karl Albert",male,21.0,0,0,345501,7.775,,S,0,0.052728039986133415
1163,3,"Fox, Mr. Patrick",male,,0,0,368573,7.75,,Q,0,0.05263192610725995
1149,3,"Niklasson, Mr. Samuel",male,28.0,0,0,363611,8.05,,S,0,0.05207631270248561
1249,3,"Lockyer, Mr. Edward",male,,0,0,1222,7.8792,,S,0,0.05198353909883563
1028,3,"Zakarian, Mr. Mapriededer",male,26.5,0,0,2656,7.225,,C,0,0.05155400428400261
1035,2,"Beauchamp, Mr. Henry James",male,28.0,0,0,244358,26.0,,S,0,0.05131188944052857
995,3,"Johansson Palmquist, Mr. Oskar Leander",male,26.0,0,0,347070,7.775,,S,0,0.05110660721380629
1171,2,"Oxenham, Mr. Percy Thomas",male,22.0,0,0,W./C. 14260,10.5,,S,0,0.0507674593955928
989,3,"Makinen, Mr. Kalle Edvard",male,29.0,0,0,STON/O 2. 3101268,7.925,,S,0,0.05072836771938594
998,3,"Buckley, Mr. Daniel",male,21.0,0,0,330920,7.8208,,Q,0,0.04975665736637165
1146,3,"Wenzel, Mr. Linhart",male,32.5,0,0,345775,9.5,,S,0,0.04969721642820662
917,3,"Robins, Mr. Alexander A",male,50.0,1,0,A/5. 3337,14.5,,S,0,0.04938171276142881
1192,3,"Olsson, Mr. Oscar Wilhelm",male,32.0,0,0,347079,7.775,,S,0,0.04931306034548743
897,3,"Svensson, Mr. Johan Cervin",male,14.0,0,0,7538,9.225,,S,0,0.04929429190001157
1135,3,"Hyman, Mr. Abraham",male,,0,0,3470,7.8875,,S,0,0.04886264246781776
1157,3,"Lyntakoff, Mr. Stanko",male,,0,0,349235,7.8958,,S,0,0.04874042568848705
1250,3,"O'Keefe, Mr. Patrick",male,,0,0,368402,7.75,,Q,0,0.048712406083335685
1103,3,"Finoli, Mr. Luigi",male,,0,0,SOTON/O.Q. 3101308,7.05,,S,0,0.04827620092882855
1186,3,"Wittevrongel, Mr. Camille",male,36.0,0,0,345771,9.5,,S,0,0.048075040617588764
1272,3,"O'Connor, Mr. Patrick",male,,0,0,366713,7.75,,Q,0,0.0479160094820259
1178,3,"Franklin, Mr. Charles (Charles Fardon)",male,,0,0,SOTON/O.Q. 3101314,7.25,,S,0,0.04763548384927439
1111,3,"Thomson, Mr. Alexander Morrison",male,,0,0,32302,8.05,,S,0,0.04757670239185821
953,2,"McCrae, Mr. Arthur Gordon",male,32.0,0,0,237216,13.5,,S,0,0.0472902796094727
1147,3,"MacKay, Mr. George William",male,,0,0,C.A. 42795,7.55,,S,0,0.04728793428228275
1181,3,"Ford, Mr. Arthur",male,,0,0,A/5 1478,8.05,,S,0,0.047279029934572836
1008,3,"Thomas, Mr. John",male,,0,0,2681,6.4375,,C,0,0.047022342698621045
1203,3,"Vartanian, Mr. David",male,22.0,0,0,2658,7.225,,C,0,0.0469417187896339
1159,3,"Warren, Mr. Charles William",male,,0,0,C.A. 49867,7.55,,S,0,0.0468381842051498
1046,3,"Asplund, Master. Filip Oscar",male,13.0,4,2,347077,31.3875,,S,0,0.0466110256071576
1018,3,"Brobeck, Mr. Karl Rudolf",male,22.0,0,0,350045,7.7958,,S,0,0.0461651846025628
1278,3,"Aronsson, Mr. Ernst Axel Algot",male,24.0,0,0,349911,7.775,,S,0,0.0461472604858147
1290,3,"Larsson-Rondberg, Mr. Edvard A",male,22.0,0,0,347065,7.775,,S,0,0.04601745600429183
987,3,"Tenglin, Mr. Gunnar Isidor",male,25.0,0,0,350033,7.7958,,S,0,0.04579233859661975
1233,3,"Lundstrom, Mr. Thure Edvin",male,32.0,0,0,350403,7.5792,,S,0,0.045161329659919786
1101,3,"Delalic, Mr. Redjo",male,25.0,0,0,349250,7.8958,,S,0,0.04466751585723282
1039,3,"Davies, Mr. Evan",male,22.0,0,0,SC/A4 23568,8.05,,S,0,0.04443227540439956
1204,3,"Sadowitz, Mr. Harry",male,,0,0,LP 1588,7.575,,S,0,0.04414540750901189
1022,3,"Spinner, Mr. Henry John",male,32.0,0,0,STON/OQ. 369943,8.05,,S,0,0.04379093471653669
1113,3,"Reynolds, Mr. Harold J",male,21.0,0,0,342684,8.05,,S,0,0.043639050819091516
934,3,"Goldsmith, Mr. Nathan",male,41.0,0,0,SOTON/O.Q. 3101263,7.85,,S,0,0.04256574312381997
1021,3,"Petersen, Mr. Marius",male,24.0,0,0,342441,8.05,,S,0,0.04231025714620733
1115,3,"Karlsson, Mr. Einar Gervasius",male,21.0,0,0,350053,7.7958,,S,0,0.0422277698144294
1099,2,"Collett, Mr. Sidney C Stuart",male,24.0,0,0,28034,10.5,,S,0,0.04213041363788725
1000,3,"Willer, Mr. Aaron (Abi Weller"")""",male,,0,0,3410,8.7125,,S,0,0.042127587893944364
1118,3,"Asplund, Mr. Johan Charles",male,23.0,0,0,350054,7.7958,,S,0,0.04212282627433075
970,2,"Aldworth, Mr. Charles Augustus",male,30.0,0,0,248744,13.0,,S,0,0.04210363802000715
892,3,"Kelly, Mr. James",male,34.5,0,0,330911,7.8292,,Q,0,0.04209390848498755
1047,3,"Duquemin, Mr. Joseph",male,24.0,0,0,S.O./P.P. 752,7.55,,S,0,0.041682958044023805
1096,2,"Andrew, Mr. Frank Thomas",male,25.0,0,0,C.A. 34050,10.5,,S,0,0.04157444993248568
1015,3,"Carver, Mr. Alfred John",male,28.0,0,0,392095,7.25,,S,0,0.04129773725165835
948,3,"Cor, Mr. Bartol",male,35.0,0,0,349230,7.8958,,S,0,0.04100621437146978
1029,2,"Schmidt, Mr. August",male,26.0,0,0,248659,13.0,,S,0,0.04086002998170475
983,3,"Pedersen, Mr. Olaf",male,,0,0,345498,7.775,,S,0,0.040848931283373795
1062,3,"Lithman, Mr. Simon",male,,0,0,S.O./P.P. 251,7.55,,S,0,0.040832402084099856
1027,3,"Carlsson, Mr. Carl Robert",male,24.0,0,0,350409,7.8542,,S,0,0.040812295773277135
985,3,"Guest, Mr. Robert",male,,0,0,376563,8.05,,S,0,0.04016359959499747
1065,3,"Torfa, Mr. Assad",male,,0,0,2673,7.2292,,C,0,0.040112998027202494
1177,3,"Dennis, Mr. William",male,36.0,0,0,A/5 21175,7.25,,S,0,0.039803799089140994
1066,3,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",male,40.0,1,5,347077,31.3875,,S,0,0.039439106815637136
975,3,"Demetri, Mr. Marinko",male,,0,0,349238,7.8958,,S,0,0.03910207769637962
947,3,"Rice, Master. Albert",male,10.0,4,1,382652,29.125,,Q,0,0.03839487495440847
991,3,"Nancarrow, Mr. William Henry",male,33.0,0,0,A./5. 3338,8.05,,S,0,0.03834625354185508
1090,2,"Baimbrigge, Mr. Charles Robert",male,23.0,0,0,C.A. 31030,10.5,,S,0,0.038131037430995295
1087,3,"Karlsson, Mr. Julius Konrad Eugen",male,33.0,0,0,347465,7.8542,,S,0,0.036795599596601725
1166,3,"Saade, Mr. Jean Nassr",male,,0,0,2676,7.225,,C,0,0.03652094280236669
968,3,"Miles, Mr. Frank",male,,0,0,359306,8.05,,S,0,0.036245947305538026
1231,3,"Betros, Master. Seman",male,,0,0,2622,7.2292,,C,0,0.03607011262608933
1224,3,"Thomas, Mr. Tannous",male,,0,0,2684,7.225,,C,0,0.036029340988410714
1229,3,"Elias, Mr. Joseph",male,39.0,0,2,2675,7.2292,,C,0,0.035934833024126624
1026,3,"Dintcheff, Mr. Valtcho",male,43.0,0,0,349226,7.8958,,S,0,0.034333081234478494
902,3,"Ilieff, Mr. Ylio",male,,0,0,349220,7.8958,,S,0,0.03432822543959873
1184,3,"Nasr, Mr. Mustafa",male,,0,0,2652,7.2292,,C,0,0.034106732735505046
1307,3,"Saether, Mr. Simon Sivertsen",male,38.5,0,0,SOTON/O.Q. 3101262,7.25,,S,0,0.03263226219584215
